Date,ret,raw_ret,mult
2005-01-03,0.0,0.0,1.0
2005-01-04,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-05,3.670634920627247e-05,7.341269841254494e-05,0.5
2005-01-06,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-07,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-10,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-11,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-12,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-13,3.670634920627247e-05,7.341269841254494e-05,0.5
2005-01-14,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-18,7.34153931248871e-05,0.0001468307862497742,0.5
2005-01-19,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-20,3.670634920627247e-05,7.341269841254494e-05,0.5
2005-01-21,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-24,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-25,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-26,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-27,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-01-28,3.6706349206494515e-05,7.341269841298903e-05,0.5
2005-01-31,3.670634920638349e-05,7.341269841276699e-05,0.5
2005-02-01,4.6626984127051685e-05,9.325396825410337e-05,0.5
2005-02-02,4.662698412682964e-05,9.325396825365928e-05,0.5
2005-02-03,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-04,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-07,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-08,4.6626984127051685e-05,9.325396825410337e-05,0.5
2005-02-09,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-10,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-11,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-14,4.6626984127051685e-05,9.325396825410337e-05,0.5
2005-02-15,4.662698412682964e-05,9.325396825365928e-05,0.5
2005-02-16,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-17,4.6626984127051685e-05,9.325396825410337e-05,0.5
2005-02-18,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-22,9.325831640505379e-05,0.00018651663281010758,0.5
2005-02-23,4.6626984127051685e-05,9.325396825410337e-05,0.5
2005-02-24,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-25,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-02-28,4.662698412694067e-05,9.325396825388134e-05,0.5
2005-03-01,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-02,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-03,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-04,4.920634920646539e-05,9.841269841293078e-05,0.5
2005-03-07,4.920634920624334e-05,9.841269841248668e-05,0.5
2005-03-08,4.920634920646539e-05,9.841269841293078e-05,0.5
2005-03-09,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-10,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-11,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-14,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-15,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-16,4.920634920624334e-05,9.841269841248668e-05,0.5
2005-03-17,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-18,4.920634920646539e-05,9.841269841293078e-05,0.5
2005-03-21,4.920634920624334e-05,9.841269841248668e-05,0.5
2005-03-22,4.920634920646539e-05,9.841269841293078e-05,0.5
2005-03-23,4.920634920624334e-05,9.841269841248668e-05,0.5
2005-03-24,4.920634920646539e-05,9.841269841293078e-05,0.5
2005-03-28,9.841754094230827e-05,0.00019683508188461654,0.5
2005-03-29,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-03-30,4.920634920624334e-05,9.841269841248668e-05,0.5
2005-03-31,4.920634920635436e-05,9.841269841270872e-05,0.5
2005-04-01,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-04,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-05,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-06,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-07,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-08,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-11,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-04-12,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-13,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-04-14,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-15,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-04-18,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-19,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-04-20,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-21,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-22,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-04-25,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-04-26,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-27,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-28,5.238095238091489e-05,0.00010476190476182978,0.5
2005-04-29,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-02,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-05-03,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-04,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-05,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-05-06,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-09,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-05-10,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-05-11,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-12,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-05-13,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-16,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-17,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-18,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-19,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-20,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-23,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-24,5.238095238091489e-05,0.00010476190476182978,0.5
2005-05-25,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-05-26,5.2380952380803876e-05,0.00010476190476160775,0.5
2005-05-27,5.2380952381025914e-05,0.00010476190476205183,0.5
2005-05-31,0.0001047673922900394,0.0002095347845800788,0.5
2005-06-01,5.734126984136001e-05,0.00011468253968272002,0.5
2005-06-02,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-03,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-06,5.734126984136001e-05,0.00011468253968272002,0.5
2005-06-07,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-08,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-09,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-10,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-13,5.7341269841137965e-05,0.00011468253968227593,0.5
2005-06-14,5.734126984136001e-05,0.00011468253968272002,0.5
2005-06-15,5.7341269841137965e-05,0.00011468253968227593,0.5
2005-06-16,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-17,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-20,5.734126984124899e-05,0.00011468253968249797,0.5
2005-06-21,5.734126984136001e-05,0.00011468253968272002,0.5
2005-06-22,5.7341269841137965e-05,0.00011468253968227593,0.5
2005-06-23,0.00011468253968249797,0.00011468253968249797,1.0
2005-06-24,0.00011468253968272002,0.00011468253968272002,1.0
2005-06-27,0.00011468253968249797,0.00011468253968249797,1.0
2005-06-28,0.00011468253968249797,0.00011468253968249797,1.0
2005-06-29,0.00011468253968249797,0.00011468253968249797,1.0
2005-06-30,0.00011468253968249797,0.00011468253968249797,1.0
2005-07-01,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-05,0.00024684062751956226,0.00024684062751956226,1.0
2005-07-06,0.0001234126984128725,0.0001234126984128725,1.0
2005-07-07,0.0001234126984124284,0.0001234126984124284,1.0
2005-07-08,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-11,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-12,0.0001234126984124284,0.0001234126984124284,1.0
2005-07-13,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-14,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-15,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-18,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-19,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-20,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-21,0.0001234126984128725,0.0001234126984128725,1.0
2005-07-22,0.0001234126984124284,0.0001234126984124284,1.0
2005-07-25,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-26,0.00012341269841265046,0.00012341269841265046,1.0
2005-07-27,0.0001234126984124284,0.0001234126984124284,1.0
2005-07-28,0.0001234126984128725,0.0001234126984128725,1.0
2005-07-29,0.0001234126984124284,0.0001234126984124284,1.0
2005-08-01,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-02,0.00013293650793677614,0.00013293650793677614,1.0
2005-08-03,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-04,0.00013293650793677614,0.00013293650793677614,1.0
2005-08-05,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-08,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-09,0.00013293650793677614,0.00013293650793677614,1.0
2005-08-10,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-11,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-12,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-15,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-16,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-17,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-18,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-19,0.00013293650793677614,0.00013293650793677614,1.0
2005-08-22,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-23,0.00013293650793677614,0.00013293650793677614,1.0
2005-08-24,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-25,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-26,0.00013293650793677614,0.00013293650793677614,1.0
2005-08-29,0.0001329365079365541,0.0001329365079365541,1.0
2005-08-30,0.00013293650793633205,0.00013293650793633205,1.0
2005-08-31,0.0001329365079365541,0.0001329365079365541,1.0
2005-09-01,0.00013769841269861693,0.00013769841269861693,1.0
2005-09-02,0.00013769841269817285,0.00013769841269817285,1.0
2005-09-06,0.00027541578624967755,0.00027541578624967755,1.0
2005-09-07,6.884920634919744e-05,0.0001376984126983949,0.5
2005-09-08,6.884920634930847e-05,0.00013769841269861693,0.5
2005-09-09,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-12,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-13,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-14,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-15,0.00013769841269861693,0.00013769841269861693,1.0
2005-09-16,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-19,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-20,0.00013769841269817285,0.00013769841269817285,1.0
2005-09-21,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-22,0.00013769841269861693,0.00013769841269861693,1.0
2005-09-23,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-26,0.0001376984126983949,0.0001376984126983949,1.0
2005-09-27,0.00013769841269861693,0.00013769841269861693,1.0
2005-09-28,0.00013769841269861693,0.00013769841269861693,1.0
2005-09-29,0.00013769841269817285,0.00013769841269817285,1.0
2005-09-30,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-03,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-04,0.00013769841269817285,0.00013769841269817285,1.0
2005-10-05,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-06,0.00013769841269817285,0.00013769841269817285,1.0
2005-10-07,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-10,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-11,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-12,0.00013769841269817285,0.00013769841269817285,1.0
2005-10-13,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-14,0.00013769841269817285,0.00013769841269817285,1.0
2005-10-17,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-18,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-19,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-20,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-21,0.00013769841269817285,0.00013769841269817285,1.0
2005-10-24,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-25,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-26,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-27,0.00013769841269861693,0.00013769841269861693,1.0
2005-10-28,0.0001376984126983949,0.0001376984126983949,1.0
2005-10-31,0.00013769841269817285,0.00013769841269817285,1.0
2005-11-01,0.00015277777777789048,0.00015277777777789048,1.0
2005-11-02,0.0001527777777774464,0.0001527777777774464,1.0
2005-11-03,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-04,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-07,0.0001527777777774464,0.0001527777777774464,1.0
2005-11-08,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-09,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-10,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-11,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-14,0.0001527777777774464,0.0001527777777774464,1.0
2005-11-15,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-16,0.0001527777777774464,0.0001527777777774464,1.0
2005-11-17,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-18,0.00015277777777766843,0.00015277777777766843,1.0
2005-11-21,0.002119992123752015,0.002119992123752015,1.0
2005-11-22,-0.0026769913183718177,-0.0053539826367436354,0.5
2005-11-23,0.005520019074231782,0.011040038148463565,0.5
2005-11-25,0.006565722863173336,0.013131445726346672,0.5
2005-11-28,6.63334483623275e-05,0.000132666896724655,0.5
2005-11-29,-0.0008897753469603671,-0.0017795506939207342,0.5
2005-11-30,-0.00479043516450002,-0.00958087032900004,0.5
2005-12-01,0.0033910705233310225,0.006782141046662045,0.5
2005-12-02,0.010445482755775466,0.02089096551155093,0.5
2005-12-05,0.0021408921688083,0.0042817843376166,0.5
2005-12-06,0.002937227387602076,0.005874454775204152,0.5
2005-12-07,0.002072948104518043,0.004145896209036086,0.5
2005-12-08,-0.005231181370412464,-0.010462362740824929,0.5
2005-12-09,0.011220390745329394,0.022440781490658788,0.5
2005-12-12,0.002362630930361519,0.004725261860723038,0.5
2005-12-13,-0.006101584688052772,-0.012203169376105544,0.5
2005-12-14,-0.00030754445645814774,-0.0006150889129162955,0.5
2005-12-15,-0.00038547141453275065,-0.0007709428290655013,0.5
2005-12-16,-0.002912333734525012,-0.005824667469050024,0.5
2005-12-19,-0.000566977588723012,-0.001133955177446024,0.5
2005-12-20,-0.006927495860809502,-0.013854991721619005,0.5
2005-12-21,-0.00352706198950724,-0.00705412397901448,0.5
2005-12-22,0.004927078979310374,0.009854157958620748,0.5
2005-12-23,0.007902159281295817,0.015804318562591634,0.5
2005-12-27,0.0016179109127208728,0.0032358218254417456,0.5
2005-12-28,-0.006469889159564866,-0.012939778319129732,0.5
2005-12-29,0.002285244136055276,0.004570488272110552,0.5
2005-12-30,-0.009230488094527714,-0.018460976189055428,0.5
2006-01-03,0.006607362385295585,0.01321472477059117,0.5
