Date,NOVA7,p_up,position
2011-02-09,-0.006871996286991422,0.9156090617179871,UPRO
2011-02-10,0.0014345159490296577,0.9156090617179871,UPRO
2011-02-11,0.017822396773068627,0.9156090617179871,UPRO
2011-02-14,0.005464191689299458,0.9156090617179871,UPRO
2011-02-15,-0.007740013288773495,0.9156090617179871,UPRO
2011-02-16,0.01705313471974157,0.9156090617179871,UPRO
2011-02-17,0.010566322744648193,0.9156090617179871,UPRO
2011-02-18,0.006176698253840485,0.9156090617179871,UPRO
2011-02-22,-0.0595809610041248,0.9156090617179871,UPRO
2011-02-23,-0.016553714846761602,0.9156090617179871,UPRO
2011-02-24,-0.003644323678892225,0.9156090617179871,UPRO
2011-02-25,0.029041826287750983,0.9156090617179871,UPRO
2011-02-28,0.019929028595760068,0.9156090617179871,UPRO
2011-03-01,-0.05015578089138095,0.9185011982917786,UPRO
2011-03-02,0.0052412176238727515,0.9185011982917786,UPRO
2011-03-03,0.05161645559414363,0.9185011982917786,UPRO
2011-03-04,-0.021071102462255298,0.9185011982917786,UPRO
2011-03-07,-0.02544975923940407,0.9185011982917786,UPRO
2011-03-08,0.026504040662705064,0.9185011982917786,UPRO
2011-03-09,-0.003290848785141076,0.9185011982917786,UPRO
2011-03-10,-0.05599979588309756,0.9185011982917786,UPRO
2011-03-11,0.020984569029046884,0.9185011982917786,UPRO
2011-03-14,-0.017654470417872936,0.9185011982917786,UPRO
2011-03-15,-0.03353035809657812,0.9185011982917786,UPRO
2011-03-16,-0.05661957887522384,0.9185011982917786,UPRO
2011-03-17,0.03692295355768205,0.9185011982917786,UPRO
2011-03-18,0.013618729818175579,0.9185011982917786,UPRO
2011-03-21,0.04520650000717907,0.9185011982917786,UPRO
2011-03-22,-0.009640979037974895,0.9185011982917786,UPRO
2011-03-23,0.007977099571835788,0.9185011982917786,UPRO
2011-03-24,0.028168883343949958,0.9185011982917786,UPRO
2011-03-25,0.008479994437322613,0.9185011982917786,UPRO
2011-03-28,-0.006079821958223985,0.9185011982917786,UPRO
2011-03-29,0.019654144388227213,0.9185011982917786,UPRO
2011-03-30,0.020550659896903856,0.9185011982917786,UPRO
2011-03-31,-0.003001600529662918,0.9185011982917786,UPRO
2011-04-01,0.011290974934557996,0.8515528440475464,UPRO
2011-04-04,0.002977550892851122,0.8515528440475464,UPRO
2011-04-05,0.00012343352421484433,0.8515528440475464,UPRO
2011-04-06,0.007420337022018719,0.8515528440475464,UPRO
2011-04-07,-0.006260862540992007,0.8515528440475464,UPRO
2011-04-08,-0.009018115719237052,0.8515528440475464,UPRO
2011-04-11,-0.009598475080059843,0.8515528440475464,UPRO
2011-04-12,-0.022152346279398882,0.8515528440475464,UPRO
2011-04-13,-0.0016732640071497329,0.8515528440475464,UPRO
2011-04-14,0.0023209029027644323,0.8515528440475464,UPRO
2011-04-15,0.008360781467149359,0.8515528440475464,UPRO
2011-04-18,-0.0301057384933201,0.8515528440475464,UPRO
2011-04-19,0.014468087348729064,0.8515528440475464,UPRO
2011-04-20,0.042655067606573116,0.8515528440475464,UPRO
2011-04-21,0.01467338704381449,0.8515528440475464,UPRO
2011-04-25,-0.0036767079835089422,0.8515528440475464,UPRO
2011-04-26,0.026322411139640067,0.8515528440475464,UPRO
2011-04-27,0.01869620131514349,0.8515528440475464,UPRO
2011-04-28,0.009882262268700481,0.8515528440475464,UPRO
2011-04-29,0.009669017759781129,0.8515528440475464,UPRO
2011-05-02,-0.007499333399590635,0.9085883498191833,UPRO
2011-05-03,-0.009998026900209456,0.9085883498191833,UPRO
2011-05-04,-0.019610136719025673,0.9085883498191833,UPRO
2011-05-05,-0.025991054550779324,0.9085883498191833,UPRO
2011-05-06,0.010575505998544621,0.9085883498191833,UPRO
2011-05-09,0.013993493576528016,0.9085883498191833,UPRO
2011-05-10,0.0250812787516983,0.9085883498191833,UPRO
2011-05-11,-0.03289625911542504,0.9085883498191833,UPRO
2011-05-12,0.014525848044110168,0.9085883498191833,UPRO
2011-05-13,-0.024221375344004037,0.9085883498191833,UPRO
2011-05-16,-0.017852807180700925,0.9085883498191833,UPRO
2011-05-17,0.0,0.9085883498191833,UPRO
2011-05-18,0.027016544338264392,0.9085883498191833,UPRO
2011-05-19,0.006546659417702383,0.9085883498191833,UPRO
2011-05-20,-0.024328647887989052,0.9085883498191833,UPRO
2011-05-23,-0.03518079786063433,0.9085883498191833,UPRO
2011-05-24,-0.0014076055746896632,0.9085883498191833,UPRO
2011-05-25,0.008968674038365654,0.9085883498191833,UPRO
2011-05-26,0.012190666153393925,0.9085883498191833,UPRO
2011-05-27,0.012796255487065755,0.9085883498191833,UPRO
2011-05-31,0.03133917872559566,0.9085883498191833,UPRO
2011-06-01,-0.06569788975147128,0.7129601240158081,UPRO
2011-06-02,-0.005527743557397158,0.7129601240158081,UPRO
2011-06-03,-0.028696774067998865,0.7129601240158081,UPRO
2011-06-06,-0.03300527174042567,0.7129601240158081,UPRO
2011-06-07,-0.002339654312629058,0.7129601240158081,UPRO
2011-06-08,-0.011863374363742851,0.7129601240158081,UPRO
2011-06-09,0.021080346910600012,0.7129601240158081,UPRO
2011-06-10,-0.040197307746701716,0.7129601240158081,UPRO
2011-06-13,0.0017093746592471426,0.7129601240158081,UPRO
2011-06-14,0.03811215435880033,0.7129601240158081,UPRO
2011-06-15,-0.053288070388403,0.7129601240158081,UPRO
2011-06-16,0.005209179208641279,0.7129601240158081,UPRO
2011-06-17,0.009932184915532716,0.7129601240158081,UPRO
2011-06-20,0.016533921676778585,0.7129601240158081,UPRO
2011-06-21,0.03967981198695503,0.7129601240158081,UPRO
2011-06-22,-0.017126983670876617,0.7129601240158081,UPRO
2011-06-23,-0.009193350635851028,0.7129601240158081,UPRO
2011-06-24,-0.03475919847573705,0.7129601240158081,UPRO
2011-06-27,0.026111677790063625,0.7129601240158081,UPRO
2011-06-28,0.03901002221963634,0.7129601240158081,UPRO
2011-06-29,0.025972235179022585,0.7129601240158081,UPRO
2011-06-30,0.027938192316015797,0.7129601240158081,UPRO
2011-07-01,0.04491477118033016,0.5204505920410156,UPRO
2011-07-05,-0.0038210765572878032,0.5204505920410156,SPY
2011-07-06,0.001195308242991855,0.5204505920410156,SPY
2011-07-07,0.010375443573120702,0.5204505920410156,SPY
2011-07-08,-0.007092289948196218,0.5204505920410156,SPY
2011-07-11,-0.01808034062168351,0.5204505920410156,SPY
2011-07-12,-0.004319278067706045,0.5204505920410156,SPY
2011-07-13,0.003348952832049834,0.5204505920410156,SPY
2011-07-14,-0.006902506825627097,0.5204505920410156,SPY
2011-07-15,0.005804706332122045,0.5204505920410156,SPY
2011-07-18,-0.008201061007518495,0.5204505920410156,SPY
2011-07-19,0.016231733307157103,0.5204505920410156,SPY
2011-07-20,-0.0006030770590503831,0.5204505920410156,SPY
2011-07-21,0.013871449219646115,0.5204505920410156,SPY
2011-07-22,0.0006690765307297841,0.5204505920410156,SPY
2011-07-25,-0.005572915880605489,0.5204505920410156,SPY
2011-07-26,-0.003736122892790239,0.5204505920410156,SPY
2011-07-27,-0.02047573827253668,0.5204505920410156,SPY
2011-07-28,-0.0029097250850711465,0.5204505920410156,SPY
2011-07-29,-0.00683415303706314,0.5204505920410156,SPY
2011-08-01,-0.004252693547506126,0.8748378157615662,SPY
2011-08-02,-0.07709464847741476,0.8748378157615662,UPRO
2011-08-03,0.014183685630298593,0.8748378157615662,UPRO
2011-08-04,-0.14146896506488793,0.8748378157615662,UPRO
2011-08-05,-0.004287004807852934,0.8748378157615662,UPRO
2011-08-08,-0.1975201281174801,0.8748378157615662,UPRO
2011-08-09,0.13905586242211676,0.8748378157615662,UPRO
2011-08-10,-0.131311434370872,0.8748378157615662,UPRO
2011-08-11,0.1333771811052089,0.8748378157615662,UPRO
2011-08-12,0.02200460512338842,0.8748378157615662,UPRO
2011-08-15,0.059727020836508604,0.8748378157615662,UPRO
2011-08-16,-0.024381765964990754,0.8748378157615662,UPRO
2011-08-17,0.0027164733314344325,0.8748378157615662,UPRO
2011-08-18,-0.1303954795694362,0.8748378157615662,UPRO
2011-08-19,-0.04631363047468795,0.8748378157615662,UPRO
2011-08-22,0.0013062685954732256,0.8748378157615662,UPRO
2011-08-23,0.09591113462256606,0.8748378157615662,UPRO
2011-08-24,0.04306494979004416,0.8748378157615662,UPRO
2011-08-25,-0.04566227026837222,0.8748378157615662,UPRO
2011-08-26,0.04385973935634069,0.8748378157615662,UPRO
2011-08-29,0.08632545131173197,0.8748378157615662,UPRO
2011-08-30,0.005274068198859894,0.8748378157615662,UPRO
2011-08-31,0.012416868860212205,0.8748378157615662,UPRO
2011-09-01,-0.027811475555092113,0.7067509293556213,UPRO
2011-09-02,-0.07693687461177423,0.7067509293556213,UPRO
2011-09-06,-0.02213627827796416,0.7067509293556213,UPRO
2011-09-07,0.08385833216826244,0.7067509293556213,UPRO
2011-09-08,-0.031420672550589446,0.7067509293556213,UPRO
2011-09-09,-0.07744227931689607,0.7067509293556213,UPRO
2011-09-12,0.018902567671107207,0.7067509293556213,UPRO
2011-09-13,0.024935229651006363,0.7067509293556213,UPRO
2011-09-14,0.042818428248317275,0.7067509293556213,UPRO
2011-09-15,0.05244457153565096,0.7067509293556213,UPRO
2011-09-16,0.017024344359231947,0.7067509293556213,UPRO
2011-09-19,-0.029642420637856604,0.7067509293556213,UPRO
2011-09-20,-0.0028752473804640744,0.7067509293556213,UPRO
2011-09-21,-0.09063033299785561,0.7067509293556213,UPRO
2011-09-22,-0.09478498640037647,0.7067509293556213,UPRO
2011-09-23,0.015115070045641055,0.7067509293556213,UPRO
2011-09-26,0.07207621712299694,0.7067509293556213,UPRO
2011-09-27,0.03160254355070724,0.7067509293556213,UPRO
2011-09-28,-0.06029285384533434,0.7067509293556213,UPRO
2011-09-29,0.025747201756693316,0.7067509293556213,UPRO
2011-09-30,-0.07125478826923526,0.7067509293556213,UPRO
2011-10-03,-0.08870990721794891,0.5686742067337036,UPRO
2011-10-04,0.018922849896063746,0.5686742067337036,SPY
2011-10-05,0.018515463787269093,0.5686742067337036,SPY
2011-10-06,0.018091089491029333,0.5686742067337036,SPY
2011-10-07,-0.006695951281926127,0.5686742067337036,SPY
2011-10-10,0.03344613773142702,0.5686742067337036,SPY
2011-10-11,0.0010030890592898078,0.5686742067337036,SPY
2011-10-12,0.008772124857559849,0.5686742067337036,SPY
2011-10-13,-0.0019879642977840284,0.5686742067337036,SPY
2011-10-14,0.017094493175821457,0.5686742067337036,SPY
2011-10-17,-0.01909124524260908,0.5686742067337036,SPY
2011-10-18,0.019545782668775935,0.5686742067337036,SPY
2011-10-19,-0.011829244973051156,0.5686742067337036,SPY
2011-10-20,0.004375540686872625,0.5686742067337036,SPY
2011-10-21,0.018987425356715493,0.5686742067337036,SPY
2011-10-24,0.012261218790972972,0.5686742067337036,SPY
2011-10-25,-0.01944372747739409,0.5686742067337036,SPY
2011-10-26,0.01015824174486113,0.5686742067337036,SPY
2011-10-27,0.03483498381371719,0.5686742067337036,SPY
2011-10-28,-0.00023310968239675933,0.5686742067337036,SPY
2011-10-31,-0.024105650748022067,0.5686742067337036,SPY
2011-11-01,-0.027888460296296436,0.6223108172416687,SPY
2011-11-02,0.04507857453273634,0.6223108172416687,UPRO
2011-11-03,0.05371732776276694,0.6223108172416687,UPRO
2011-11-04,-0.01780206861335243,0.6223108172416687,UPRO
2011-11-07,0.018124726233356814,0.6223108172416687,UPRO
2011-11-08,0.038680047680588414,0.6223108172416687,UPRO
2011-11-09,-0.11015966736375493,0.6223108172416687,UPRO
2011-11-10,0.027316063862581785,0.6223108172416687,UPRO
2011-11-11,0.057951685800011976,0.6223108172416687,UPRO
2011-11-14,-0.029966269645212096,0.6223108172416687,UPRO
2011-11-15,0.01644238259179831,0.6223108172416687,UPRO
2011-11-16,-0.04901979346407359,0.6223108172416687,UPRO
2011-11-17,-0.04759476037664634,0.6223108172416687,UPRO
2011-11-18,-0.004509400494455806,0.6223108172416687,UPRO
2011-11-21,-0.057629579479822945,0.6223108172416687,UPRO
2011-11-22,-0.010769840480035486,0.6223108172416687,UPRO
2011-11-23,-0.06473588651779683,0.6223108172416687,UPRO
2011-11-25,-0.01039241174252381,0.6223108172416687,UPRO
2011-11-28,0.08989708763138315,0.6223108172416687,UPRO
2011-11-29,0.00790107504706028,0.6223108172416687,UPRO
2011-11-30,0.1242831726438336,0.6223108172416687,UPRO
2011-12-01,-0.0015303717875914113,0.34240007400512695,UPRO
2011-12-02,-0.002512482371972766,0.34240007400512695,SH
2011-12-05,-0.010236269288922295,0.34240007400512695,SH
2011-12-06,-0.0009852096471363314,0.34240007400512695,SH
2011-12-07,-0.003204318137614681,0.34240007400512695,SH
2011-12-08,0.02101882001938593,0.34240007400512695,SH
2011-12-09,-0.01646869719889965,0.34240007400512695,SH
2011-12-12,0.015020824605071814,0.34240007400512695,SH
2011-12-13,0.009218905331709326,0.34240007400512695,SH
2011-12-14,0.010817083594240273,0.34240007400512695,SH
2011-12-15,-0.0038047838462960115,0.34240007400512695,SH
2011-12-16,-0.0016709643644479133,0.34240007400512695,SH
2011-12-19,0.010521085158291088,0.34240007400512695,SH
2011-12-20,-0.029815450301680535,0.34240007400512695,SH
2011-12-21,-0.002195099404416534,0.34240007400512695,SH
2011-12-22,-0.009777472433505463,0.34240007400512695,SH
2011-12-23,-0.00789953253150022,0.34240007400512695,SH
2011-12-27,-0.0007463699202546747,0.34240007400512695,SH
2011-12-28,0.011952338324655809,0.34240007400512695,SH
2011-12-29,-0.009842544372397288,0.34240007400512695,SH
2011-12-30,0.004224979435278442,0.34240007400512695,SH
2012-01-03,-0.015590607499722853,0.7969101667404175,SH
2012-01-04,-0.0014140843547424372,0.7969101667404175,UPRO
2012-01-05,0.010132251975797812,0.7969101667404175,UPRO
2012-01-06,-0.007366259757551119,0.7969101667404175,UPRO
2012-01-09,0.004894947673326655,0.7969101667404175,UPRO
2012-01-10,0.026083889485740475,0.7969101667404175,UPRO
2012-01-11,0.002756447131957218,0.7969101667404175,UPRO
2012-01-12,0.006414400632378969,0.7969101667404175,UPRO
2012-01-13,-0.010622162323387419,0.7969101667404175,UPRO
2012-01-17,0.005828307454453618,0.7969101667404175,UPRO
2012-01-18,0.033394501930756215,0.7969101667404175,UPRO
2012-01-19,0.015640844586271907,0.7969101667404175,UPRO
2012-01-20,0.002179321704408377,0.7969101667404175,UPRO
2012-01-23,0.0008698858040725455,0.7969101667404175,UPRO
2012-01-24,-0.0028970113306719947,0.7969101667404175,UPRO
2012-01-25,0.024549807973294202,0.7969101667404175,UPRO
2012-01-26,-0.014320198700218723,0.7969101667404175,UPRO
2012-01-27,-0.0020137929590110515,0.7969101667404175,UPRO
2012-01-30,-0.010233471340133415,0.7969101667404175,UPRO
2012-01-31,-0.0023301672824406205,0.7969101667404175,UPRO
2012-02-01,0.026711365810078602,0.3033771216869354,UPRO
2012-02-02,-0.004568342360642183,0.3033771216869354,SH
2012-02-03,-0.013612478825261953,0.3033771216869354,SH
2012-02-06,0.0,0.3033771216869354,SH
2012-02-07,-0.002123208955535749,0.3033771216869354,SH
2012-02-08,-0.003191682266893814,0.3033771216869354,SH
2012-02-09,-0.0010669915153713738,0.3033771216869354,SH
2012-02-10,0.006677521648498663,0.3033771216869354,SH
2012-02-13,-0.006633228124100499,0.3033771216869354,SH
2012-02-14,0.00053412747875492,0.3033771216869354,SH
2012-02-15,0.005072244354332733,0.3033771216869354,SH
2012-02-16,-0.010889953865420132,0.3033771216869354,SH
2012-02-17,-0.002685104859497356,0.3033771216869354,SH
2012-02-21,-0.001077195608654824,0.3033771216869354,SH
2012-02-22,0.0045825029751769275,0.3033771216869354,SH
2012-02-23,-0.005635037608875182,0.3033771216869354,SH
2012-02-24,-0.0016186881149823362,0.3033771216869354,SH
2012-02-27,-0.002162104828554723,0.3033771216869354,SH
2012-02-28,-0.0032504668534080183,0.3033771216869354,SH
2012-02-29,0.005978528115047288,0.3033771216869354,SH
2012-03-01,-0.007293465700053736,0.907971978187561,SH
2012-03-02,-0.012118872178516035,0.907971978187561,UPRO
2012-03-05,-0.013036596228783837,0.907971978187561,UPRO
2012-03-06,-0.0445480876038018,0.907971978187561,UPRO
2012-03-07,0.021415220943624913,0.907971978187561,UPRO
2012-03-08,0.029989159662092923,0.907971978187561,UPRO
2012-03-09,0.011208590214770275,0.907971978187561,UPRO
2012-03-12,0.0003822056488989034,0.907971978187561,UPRO
2012-03-13,0.05489010821751927,0.907971978187561,UPRO
2012-03-14,-0.00410475038211966,0.907971978187561,UPRO
2012-03-15,0.016365696248659356,0.907971978187561,UPRO
2012-03-16,0.006560015907454364,0.907971978187561,UPRO
2012-03-19,0.010783435216106918,0.907971978187561,UPRO
2012-03-20,-0.00949582588906761,0.907971978187561,UPRO
2012-03-21,-0.004261050520130594,0.907971978187561,UPRO
2012-03-22,-0.02234625430621784,0.907971978187561,UPRO
2012-03-23,0.00984802453133038,0.907971978187561,UPRO
2012-03-26,0.04165647776218662,0.907971978187561,UPRO
2012-03-27,-0.008899501307628399,0.907971978187561,UPRO
2012-03-28,-0.014693830309019273,0.907971978187561,UPRO
2012-03-29,-0.00544485916001658,0.907971978187561,UPRO
2012-03-30,0.009044670405582877,0.907971978187561,UPRO
2012-04-02,0.024767233013685663,0.8685402870178223,UPRO
2012-04-03,-0.011738785679311192,0.8685402870178223,UPRO
2012-04-04,-0.028997439694345872,0.8685402870178223,UPRO
2012-04-05,-0.002278866429658577,0.8685402870178223,UPRO
2012-04-09,-0.032816582296545826,0.8685402870178223,UPRO
2012-04-10,-0.05132978847732306,0.8685402870178223,UPRO
2012-04-11,0.021092655307061392,0.8685402870178223,UPRO
2012-04-12,0.043494877328467574,0.8685402870178223,UPRO
2012-04-13,-0.03811641096645324,0.8685402870178223,UPRO
2012-04-16,-0.0028117443408003373,0.8685402870178223,UPRO
2012-04-17,0.0451220707150044,0.8685402870178223,UPRO
2012-04-18,-0.00944441327517298,0.8685402870178223,UPRO
2012-04-19,-0.018573512475776988,0.8685402870178223,UPRO
2012-04-20,0.004163495977262066,0.8685402870178223,UPRO
2012-04-23,-0.02437508851410486,0.8685402870178223,UPRO
2012-04-24,0.011590994462948423,0.8685402870178223,UPRO
2012-04-25,0.04137465137343721,0.8685402870178223,UPRO
2012-04-26,0.01980425357519522,0.8685402870178223,UPRO
2012-04-27,0.004555403458281315,0.8685402870178223,UPRO
2012-04-30,-0.012291086958457376,0.8685402870178223,UPRO
2012-05-01,0.018847277565785303,0.8907743096351624,UPRO
2012-05-02,-0.007826652833316516,0.8907743096351624,UPRO
2012-05-03,-0.021990717746853017,0.8907743096351624,UPRO
2012-05-04,-0.04924856634661401,0.8907743096351624,UPRO
2012-05-07,0.0014136420945796146,0.8907743096351624,UPRO
2012-05-08,-0.011936507442115829,0.8907743096351624,UPRO
2012-05-09,-0.0185762551898645,0.8907743096351624,UPRO
2012-05-10,0.006485598074555954,0.8907743096351624,UPRO
2012-05-11,-0.009205608300549062,0.8907743096351624,UPRO
2012-05-14,-0.03278483257107634,0.8907743096351624,UPRO
2012-05-15,-0.016879497135827815,0.8907743096351624,UPRO
2012-05-16,-0.011585308125500404,0.8907743096351624,UPRO
2012-05-17,-0.04646271386018208,0.8907743096351624,UPRO
2012-05-18,-0.02473325202604848,0.8907743096351624,UPRO
2012-05-21,0.05239191643516561,0.8907743096351624,UPRO
2012-05-22,0.001154316821887491,0.8907743096351624,UPRO
2012-05-23,0.004179989267594886,0.8907743096351624,UPRO
2012-05-24,0.006889815630992668,0.8907743096351624,UPRO
2012-05-25,-0.008981070403563107,0.8907743096351624,UPRO
2012-05-29,0.03524176947101387,0.8907743096351624,UPRO
2012-05-30,-0.044046178633606825,0.8907743096351624,UPRO
2012-05-31,-0.005668741889893525,0.8907743096351624,UPRO
2012-06-01,-0.07586600452267989,0.4067714214324951,UPRO
2012-06-04,-0.003,0.4067714214324951,BIL
2012-06-05,0.0,0.4067714214324951,BIL
2012-06-06,-0.00021853494705503795,0.4067714214324951,BIL
2012-06-07,0.0,0.4067714214324951,BIL
2012-06-08,0.0,0.4067714214324951,BIL
2012-06-11,0.0,0.4067714214324951,BIL
2012-06-12,0.0002185827150171793,0.4067714214324951,BIL
2012-06-13,0.0,0.4067714214324951,BIL
2012-06-14,0.0,0.4067714214324951,BIL
2012-06-15,-0.00021853494705503795,0.4067714214324951,BIL
2012-06-18,0.0002185827150171793,0.4067714214324951,BIL
2012-06-19,-0.00043645372414669037,0.4067714214324951,BIL
2012-06-20,0.0,0.4067714214324951,BIL
2012-06-21,0.0004366442991772246,0.4067714214324951,BIL
2012-06-22,-0.00021853494705503795,0.4067714214324951,BIL
2012-06-25,0.0002185827150171793,0.4067714214324951,BIL
2012-06-26,0.0,0.4067714214324951,BIL
2012-06-27,-0.00021853494705503795,0.4067714214324951,BIL
2012-06-28,0.0002185827150171793,0.4067714214324951,BIL
2012-06-29,-0.00043645372414669037,0.4067714214324951,BIL
2012-07-02,0.0,0.5877493619918823,BIL
2012-07-03,0.0035932152496088747,0.5877493619918823,SPY
2012-07-05,-0.004511944431009884,0.5877493619918823,SPY
2012-07-06,-0.009503460113986728,0.5877493619918823,SPY
2012-07-09,-0.0012550304688772052,0.5877493619918823,SPY
2012-07-10,-0.008719968803841072,0.5877493619918823,SPY
2012-07-11,0.00014899199681517317,0.5877493619918823,SPY
2012-07-12,-0.004844917374550395,0.5877493619918823,SPY
2012-07-13,0.01677798238525119,0.5877493619918823,SPY
2012-07-16,-0.00235731403419448,0.5877493619918823,SPY
2012-07-17,0.006866719983907199,0.5877493619918823,SPY
2012-07-18,0.00740693782583457,0.5877493619918823,SPY
2012-07-19,0.0026207042771075884,0.5877493619918823,SPY
2012-07-20,-0.009148454263856909,0.5877493619918823,SPY
2012-07-23,-0.01011203716315845,0.5877493619918823,SPY
2012-07-24,-0.008587014631542655,0.5877493619918823,SPY
2012-07-25,0.0002244179964108195,0.5877493619918823,SPY
2012-07-26,0.01649681572485484,0.5877493619918823,SPY
2012-07-27,0.01843328741636019,0.5877493619918823,SPY
2012-07-30,0.0,0.5877493619918823,SPY
2012-07-31,-0.0069945162365876445,0.5877493619918823,SPY
2012-08-01,-0.0008714112233171312,0.5347681045532227,SPY
2012-08-02,-0.006904530354577387,0.5347681045532227,SPY
2012-08-03,0.019832817958681748,0.5347681045532227,SPY
2012-08-06,0.00193820995842664,0.5347681045532227,SPY
2012-08-07,0.005013170647508947,0.5347681045532227,SPY
2012-08-08,0.0012112779455941691,0.5347681045532227,SPY
2012-08-09,0.0008543752826162265,0.5347681045532227,SPY
2012-08-10,0.001635602749109788,0.5347681045532227,SPY
2012-08-13,-0.0004967336884016404,0.5347681045532227,SPY
2012-08-14,0.00014211259259555575,0.5347681045532227,SPY
2012-08-15,0.001136119005898939,0.5347681045532227,SPY
2012-08-16,0.007378767774691042,0.5347681045532227,SPY
2012-08-17,0.0013379230359105154,0.5347681045532227,SPY
2012-08-20,7.069282792615539e-05,0.5347681045532227,SPY
2012-08-21,-0.003024565795223033,0.5347681045532227,SPY
2012-08-22,0.00042322364467839435,0.5347681045532227,SPY
2012-08-23,-0.008178976325099674,0.5347681045532227,SPY
2012-08-24,0.006042714707291452,0.5347681045532227,SPY
2012-08-27,0.00021198563488789013,0.5347681045532227,SPY
2012-08-28,-0.0009893079614990974,0.5347681045532227,SPY
2012-08-29,0.0007781370721970937,0.5347681045532227,SPY
2012-08-30,-0.007208197180097575,0.5347681045532227,SPY
2012-08-31,0.004769226137088189,0.5347681045532227,SPY
2012-09-04,-0.0009209049900141819,0.7973034381866455,SPY
2012-09-05,-0.00264124656850073,0.7973034381866455,UPRO
2012-09-06,0.060102946831866344,0.7973034381866455,UPRO
2012-09-07,0.013300038634646683,0.7973034381866455,UPRO
2012-09-10,-0.017352554420970945,0.7973034381866455,UPRO
2012-09-11,0.0076974912770186865,0.7973034381866455,UPRO
2012-09-12,0.00954831454106575,0.7973034381866455,UPRO
2012-09-13,0.04806943852204659,0.7973034381866455,UPRO
2012-09-14,0.012315953332746599,0.7973034381866455,UPRO
2012-09-17,-0.008914936598916623,0.7973034381866455,UPRO
2012-09-18,-0.0035980253665087725,0.7973034381866455,UPRO
2012-09-19,0.0015931605391343862,0.7973034381866455,UPRO
2012-09-20,-0.00010578025768714916,0.7973034381866455,UPRO
2012-09-21,-0.002120909528632642,0.7973034381866455,UPRO
2012-09-24,-0.004357108782776842,0.7973034381866455,UPRO
2012-09-25,-0.030739714056848833,0.7973034381866455,UPRO
2012-09-26,-0.017839477691336647,0.7973034381866455,UPRO
2012-09-27,0.029375693086753474,0.7973034381866455,UPRO
2012-09-28,-0.01557599021380518,0.7973034381866455,UPRO
2012-10-01,0.006638563292378441,0.7839301824569702,UPRO
2012-10-02,0.0043970777513864245,0.7839301824569702,UPRO
2012-10-03,0.012146623029745118,0.7839301824569702,UPRO
2012-10-04,0.022489215296650267,0.7839301824569702,UPRO
2012-10-05,-0.001163589902822726,0.7839301824569702,UPRO
2012-10-08,-0.010692138085420355,0.7839301824569702,UPRO
2012-10-09,-0.02878521786002175,0.7839301824569702,UPRO
2012-10-10,-0.01784916988390428,0.7839301824569702,UPRO
2012-10-11,0.0010096191395487786,0.7839301824569702,UPRO
2012-10-12,-0.01221582807352084,0.7839301824569702,UPRO
2012-10-15,0.02711605394766603,0.7839301824569702,UPRO
2012-10-16,0.029713798646445966,0.7839301824569702,UPRO
2012-10-17,0.01330154350547974,0.7839301824569702,UPRO
2012-10-18,-0.00730445497086285,0.7839301824569702,UPRO
2012-10-19,-0.052255248717118286,0.7839301824569702,UPRO
2012-10-22,0.002137423749956513,0.7839301824569702,UPRO
2012-10-23,-0.04087103582793594,0.7839301824569702,UPRO
2012-10-24,-0.008663204309997896,0.7839301824569702,UPRO
2012-10-25,0.00838476562038415,0.7839301824569702,UPRO
2012-10-26,-0.001991227576140564,0.7839301824569702,UPRO
2012-10-31,-0.002698790269610063,0.7839301824569702,UPRO
2012-11-01,0.03423953165545646,0.6794186234474182,UPRO
2012-11-02,-0.028327722215480078,0.6794186234474182,UPRO
2012-11-05,0.007376333603269947,0.6794186234474182,UPRO
2012-11-06,0.02208263083403339,0.6794186234474182,UPRO
2012-11-07,-0.06675019805891236,0.6794186234474182,UPRO
2012-11-08,-0.037528867805641686,0.6794186234474182,UPRO
2012-11-09,0.0020257294123011693,0.6794186234474182,UPRO
2012-11-12,0.00379026708633301,0.6794186234474182,UPRO
2012-11-13,-0.00918807116303133,0.6794186234474182,UPRO
2012-11-14,-0.040777571141765834,0.6794186234474182,UPRO
2012-11-15,-0.0058269503682802926,0.6794186234474182,UPRO
2012-11-16,0.01438657071364835,0.6794186234474182,UPRO
2012-11-19,0.059224905892443,0.6794186234474182,UPRO
2012-11-20,0.0045871114723723405,0.6794186234474182,UPRO
2012-11-21,0.005307185615432086,0.6794186234474182,UPRO
2012-11-23,0.039160065007820766,0.6794186234474182,UPRO
2012-11-26,-0.005788553382493844,0.6794186234474182,UPRO
2012-11-27,-0.014020958766239211,0.6794186234474182,UPRO
2012-11-28,0.022174085776194286,0.6794186234474182,UPRO
2012-11-29,0.015326317547589063,0.6794186234474182,UPRO
2012-11-30,-0.0031350024192593473,0.6794186234474182,UPRO
2012-12-03,-0.013045958677342706,0.4794137477874756,UPRO
2012-12-04,-0.003,0.4794137477874756,BIL
2012-12-05,0.0,0.4794137477874756,BIL
2012-12-06,0.0,0.4794137477874756,BIL
2012-12-07,0.0,0.4794137477874756,BIL
2012-12-10,0.0,0.4794137477874756,BIL
2012-12-11,0.0,0.4794137477874756,BIL
2012-12-12,0.0,0.4794137477874756,BIL
2012-12-13,0.0,0.4794137477874756,BIL
2012-12-14,0.0,0.4794137477874756,BIL
2012-12-17,0.0,0.4794137477874756,BIL
