date,NOVA27_CC,NOVA27_OVN,NOVA27_LO
2017-02-23,-0.025571631347270612,-0.00840031895455221,-0.02408501645441448
2017-02-24,-0.0057268798390724416,-0.009867171408449095,0.0009619516678376018
2017-02-27,0.0030478987068492166,-0.0020246195382011443,0.004774938510669436
2017-02-28,0.006863473442345657,0.009830864640789926,-0.005469589719366186
2017-03-01,0.019567584631055724,0.021492760583213474,0.0145301307734115
2017-03-02,-0.01402323348641642,0.002635182204386644,-0.015608123929037798
2017-03-03,0.0017195837202779733,0.000659020714407499,0.0029928407527344382
2017-03-06,0.002996474254556925,-0.002507471146664774,-0.0003097194627797673
2017-03-07,0.004998306731395785,0.00213002118711888,0.0023580662947712437
2017-03-08,-0.005339382184693221,0.002542902177870154,-0.000884037442988295
2017-03-09,0.0004910676508185657,-0.0030179350423695014,0.0009301319761407575
2017-03-10,-0.0005654170928329864,0.002480378293445296,0.010371172676205631
2017-03-13,0.00811347337938041,0.0007827040476591329,0.00667393592614497
2017-03-14,-0.0003567483159936267,-0.0012828631484589905,-0.004477746649396896
2017-03-15,0.0004650440865307745,0.0019464383196677428,0.008287591772905056
2017-03-16,0.006160284615661283,0.0032392353273249077,0.002150187626649969
2017-03-17,0.0019096506982119392,0.002287219940681906,0.001799957378787742
2017-03-20,0.01004625352030022,0.00020381775712008388,0.005614068408869777
2017-03-21,-0.01533791429737268,-0.0011216694729764055,-0.029008882839570684
2017-03-22,0.0033270539457352587,-0.004730055268081323,0.008758209241566296
2017-03-23,0.0029527223407519454,0.003603559502275711,-0.002895535987402909
2017-03-24,0.006513551336126821,0.007705155227405192,0.004722874047299319
2017-03-27,0.0001531044405433616,-0.004718104117540289,-0.0005274947188246726
2017-03-28,7.134992446830015e-05,0.0009603318166639063,0.006949574790525492
2017-03-29,0.004394372853573203,0.0011145629405644674,0.0035032463139515577
2017-03-30,0.006643421334617294,0.0006248080137132184,0.00460200682133859
2017-03-31,0.003608602103180136,-0.0009791467549925658,-0.001770844725398413
2017-04-03,0.0017037471114577439,0.0009701811835462928,-0.0018224711766449575
2017-04-04,-0.003949467536014074,-0.004702513747065207,-0.003421471342660454
2017-04-05,-0.0026481218381381733,0.0019405462275937089,-0.005717371784272463
2017-04-06,0.001763233101449002,-0.00034887982466730305,0.004944261908681547
2017-04-07,-0.0016865041624110951,-0.00216140668142224,0.0009278539602781246
2017-04-10,-0.0012655174006364846,0.0006486674969179652,-0.0024239417360229385
2017-04-11,-0.003349106624035736,-0.0019734042471289182,-0.005883308755855632
2017-04-12,-0.014253946091627022,0.00039085153426274814,-0.012801489528922884
2017-04-13,-0.0021632224414143697,-0.0026720717183314592,-0.0064203245422724715
2017-04-17,0.014867191250665213,0.002250075618953351,0.01672852365160733
2017-04-18,0.003146522826900178,-0.000998856263953052,0.001809343536697161
2017-04-19,0.010605753503765934,0.011133174971373484,0.014034117941920443
2017-04-20,0.004485496010962287,0.004492994581051568,0.013776783279692052
2017-04-21,0.00043775715031414437,-0.001743814675292721,-0.0036906992865533006
2017-04-24,0.012341225421966829,0.007216328537263439,0.019808036564367824
2017-04-25,0.013921625949653148,0.010260705126411241,0.017975125176133956
2017-04-26,-0.0002416449634133678,-0.00014628681510262526,-0.0025872881713975508
2017-04-27,0.0022591195772493685,0.003102109378913798,0.01015146188214352
2017-04-28,-0.012006435873531052,-0.0006054743423310469,-0.01303603883035296
2017-05-01,0.010725449818442635,0.0040532663198988295,0.013823411748107962
2017-05-02,-0.0047070626883237154,-0.0003777395519107605,-0.001605814817535778
2017-05-03,0.00567683605663435,0.0027113546206383064,-0.0003451150172179005
2017-05-04,-0.007523570747283426,0.0005664469163276228,-0.0006309711285038543
2017-05-05,-0.004213116078272272,0.002049461700159038,0.00107117387740574
2017-05-08,0.005210833762607059,0.002408503602598122,-0.0010852020679095074
2017-05-09,0.004812513003829577,0.0026841068038685467,0.006547866436033679
2017-05-10,0.0299362603599501,0.019933795853840024,0.025942402080599405
2017-05-11,0.006955836273322081,0.0011318361277425026,0.005838055547152443
2017-05-12,0.002467661929354558,0.0024519197011087066,0.005012513336258551
2017-05-15,0.0009422227543933745,-0.001442105754761625,0.013180957020781203
2017-05-16,0.011003660037317755,0.004135001117282921,0.008193383366966879
2017-05-17,-0.022987728909451933,-0.003528999704107239,-0.03980737781034798
2017-05-18,0.014855166955374201,0.0030290971370313894,0.017544874263767718
2017-05-19,0.0009163462866449762,0.004878733181163319,0.009914086664823974
2017-05-22,0.002962928715682155,0.002631572871435972,0.00894673094250692
2017-05-23,-5.540796340964584e-07,0.0016258021237098963,0.0022302068870173834
2017-05-24,0.003110840645210056,0.0056567849831493325,0.003604666931117029
2017-05-25,0.004164963235802654,0.0031543299338992244,0.008722316843257116
2017-05-26,0.007161770791378608,0.00040232198981210454,0.004847037872868942
2017-05-30,0.0037340224329960757,0.002279436957390635,0.002654757577144251
2017-05-31,-0.005429016365716211,0.002305893017775152,-0.0026692848124740595
2017-06-01,-0.026937018127245263,-0.011458672590490306,0.0012083822141904289
2017-06-02,0.012688424664035181,0.012115884613793837,0.01534075851105329
2017-06-05,0.006403386866009608,0.003801154611288138,0.003390192676520776
2017-06-06,0.002068031155074801,-0.0014137452550728516,0.0002718117564475264
2017-06-07,0.0020487967425803608,0.0010987426717081307,0.007392558791830095
2017-06-08,0.015914582839668658,0.005740622825805242,0.013620581688045764
2017-06-09,-0.030893209133006538,0.006602706243028677,-0.03524112851247886
2017-06-12,-0.015862884722507756,-0.014851337827529579,-0.00928090332465037
2017-06-13,0.004000232730517539,0.009925408202249476,0.005580291685311667
2017-06-14,-0.013534218681866928,-0.001007362744945672,-0.010340945671239509
2017-06-15,-0.009030198230467145,-0.011671528607271619,-0.008094211035470068
2017-06-16,-0.0016146590515897737,0.004177118957657943,0.002241203414769577
2017-06-19,0.0116693115271714,0.013014717217075457,0.01887354169530987
2017-06-20,-0.005888372759173909,0.005487646727077744,-0.012741676796613099
2017-06-21,0.0005898816546173855,0.0008392241812027251,0.003847155984034312
2017-06-22,-0.006660154911507798,0.0035313078794677382,-0.005266187450755611
2017-06-23,0.006880774878639096,-0.0016817505177276096,0.0057069376448063095
2017-06-26,-0.009133986048344978,0.0032959158920986553,-0.010260913684810658
2017-06-27,-0.009161388151109508,-0.0013456054500811223,-0.021504162597359315
2017-06-28,0.016731920074029284,0.0029208362914036282,0.0215210722511364
2017-06-29,-0.01224541552811013,-0.003436734460610269,-0.021825372763643595
2017-06-30,-0.004913258392953868,0.003858378563214948,-0.004019629649134426
2017-07-03,-0.011477624945950905,0.0003139473218227056,-0.011297669696342938
2017-07-05,0.00402720666223182,0.0016802317882690272,0.008335621406756666
2017-07-06,0.002185137750860132,-0.006597813087221571,-0.0060885944474439735
2017-07-07,0.011008248081240525,0.004264339629186575,0.020468159079774083
2017-07-10,0.01583878260766779,0.0017576468083371653,0.015238799595067598
2017-07-11,0.012642160899449818,0.0002815802032767545,0.01064873769450625
2017-07-12,0.0044825843064746134,0.0010703030656178392,0.01277794372287163
2017-07-13,-0.001317992176152938,-0.00031999495142757137,-0.0032111065162048983
2017-07-14,0.008582582924816196,-0.00014299207971595323,0.012662085403990012
2017-07-17,0.0015371522255087974,0.002791106069370586,-0.003387817089301826
2017-07-18,0.022600377210578292,0.006435384420337564,0.02289524220266318
2017-07-19,0.003711561077574121,0.0019829639789326393,0.007719865168241037
2017-07-20,-0.001575636191508445,0.002239695111402762,0.003700966517597504
2017-07-21,-0.006851637000824696,-0.0047721637284776856,-0.004488614752769471
2017-07-24,0.009229906500604814,0.0013641079583851191,0.0047473424227583395
2017-07-25,-0.0009803421155933135,-0.00150163005106102,-5.020265814557087e-05
2017-07-26,0.004727779633200646,0.0018023619557107182,0.013206093739533954
2017-07-27,-0.02825100406582929,0.007841973817481097,-0.02088652996336482
2017-07-28,-0.01246552431316812,-0.00632278805893246,-0.009950189625291718
2017-07-31,-0.02066297588631246,0.0009850579246477808,-0.0162500400503258
2017-08-01,-0.00034859440570486036,0.0006982992274762176,0.0017284164751707578
2017-08-02,-0.0015642441772663156,0.00410538500188027,-0.006899868434498468
2017-08-03,0.0043917069460717275,0.00401654288373372,0.0034077187387455913
2017-08-04,0.011287102819138528,0.0008773783864361557,0.010898364874333311
2017-08-07,0.014542824655207086,0.0020948153564310235,0.016644647929901876
2017-08-08,0.0027660118288207244,0.0029251269813360572,-0.002865016086506578
2017-08-09,-0.007287962674162452,-0.009261369247923635,-0.0033675509461172704
2017-08-10,-0.020431562005299865,-0.0023599811267047683,-0.03149264260873898
2017-08-11,0.006732442357305069,-0.003402085535509669,0.006913840947135531
2017-08-14,0.012333146101060701,0.0072643935290802935,0.02307956580854206
2017-08-15,7.839438521413042e-05,0.0020986252800583196,-0.00035491011406770835
2017-08-16,-0.0023103613225482047,0.0019616548355601564,0.0031232888538216493
2017-08-17,-0.0012421459339132315,-0.0018850148608022365,-0.02392105997832972
2017-08-18,0.00976200209112147,0.00814502983793759,0.004989021854449005
2017-08-21,-0.01292280546070771,0.0009364412328324858,-0.010273235790581836
2017-08-22,0.010957583092913004,0.0036603640478755865,0.02166372183065799
2017-08-23,0.01032019768031681,0.0014360791867895958,0.002332903194469071
2017-08-24,-0.008115061422601266,0.0016041526953255115,-0.005197156010114058
2017-08-25,-0.009041268632156398,-0.000468447593816423,-0.008453438066555708
2017-08-28,0.00330506776159023,-0.0008831284337273097,0.004336276715305565
2017-08-29,0.0021582876892062616,-0.0078261351955503,0.003949186330521847
2017-08-30,0.009071609933598712,0.0017873114377465857,0.01898216607365462
2017-08-31,0.0007468612412447461,-0.0021681250336841986,0.006802702369021541
2017-09-01,-0.004100121871687424,-0.008304690177836605,0.004291752963422369
2017-09-05,-0.012144599541147359,-0.004796574040687762,-0.014130681921592768
2017-09-06,-0.0021847205516607017,0.001963653791445441,0.0029589522392364787
2017-09-07,0.002646893386944914,0.00015372642432580618,0.005021152378590621
2017-09-08,-0.014264529636741331,-0.002473383037107291,-0.01253526876051082
2017-09-11,0.023434062401136026,0.007678103660677493,0.026186077928294617
2017-09-12,0.010847138580776948,0.004316163865699763,0.008731210072303963
2017-09-13,0.002655649280651373,-0.0014961121400568485,0.0021878014638699646
2017-09-14,0.006575955214366414,-0.0016744793870528628,0.005257408644485605
2017-09-15,0.008976918161109538,0.00030487241488788043,0.010617239180270155
2017-09-18,0.014138252102312555,0.009673101590362589,0.015550281974892478
2017-09-19,0.003539605729944218,-0.0025563475159135042,0.000245373290277906
2017-09-20,-0.0047003243417701466,0.0005568745377456442,-0.009332654757900828
2017-09-21,-0.0018008512947714332,-0.0011557867149297075,-0.005409018123047194
2017-09-22,-0.007122397080484945,-0.0026639649327181436,-0.0031563581085138574
2017-09-25,-0.02229442710760712,-0.0031811177204089103,-0.023468957044846438
2017-09-26,0.0024029153802173626,0.008664595001304645,0.0008480799677601401
2017-09-27,0.025179544052504277,0.013808423720944187,0.02483775598412448
2017-09-28,0.005207216881653754,0.002313590228937434,0.0068408233618583066
2017-09-29,0.0018165267346915153,0.0027590223063023835,0.0077800600070307546
2017-10-02,-0.0025936102456959645,0.0016370587262078849,-0.0026411780908107804
2017-10-03,-0.0017276738253331084,-0.0015825556733763397,0.0012167660558551124
2017-10-04,0.00307226219354011,0.0021742415305945895,0.007910773218961142
2017-10-05,-4.066674573481805e-05,0.0014070558852310013,0.006234485936554713
2017-10-06,0.009681028621521438,-0.0012535790562315688,0.008806703688530405
2017-10-09,-0.00035297575363523164,0.0022997808600490944,-0.0012500265379002174
2017-10-10,-0.00556072830573444,0.00614452713446666,0.005897176704805652
2017-10-11,0.0021202469955971187,-0.0014009543065795383,0.005225138727861145
2017-10-12,-0.003842565521178943,0.0018540627311914412,0.001197031410494187
2017-10-13,0.00749260816483256,0.004957379070529111,0.008788765180289992
2017-10-16,0.010556013512449048,0.005794032389863458,0.009194753534299917
2017-10-17,0.0012296031118852247,0.0014217824050528297,-0.0004699056950019042
2017-10-18,0.003611661546704892,0.0026162765194748363,0.0034745570851141276
2017-10-19,-0.007951271297596341,-0.009791947801028211,-0.002396738406995636
2017-10-20,-0.00014370761163427,0.005670513786481712,0.0032880028185113927
2017-10-23,-0.005649845534203224,0.0036183836312830846,-0.004565400678091025
2017-10-24,0.0179400516669607,0.009413904000174755,0.012114132461407145
2017-10-25,-0.014733575784263087,-0.0022401075809656335,-0.013479089097355646
2017-10-26,0.004986722189405534,0.0045208269129667356,0.006379122053267216
2017-10-27,0.024293665235797415,0.010672879299268455,0.022835138076048592
2017-10-30,0.005773518961057601,-0.0027903069087958808,-0.00026163565748289503
2017-10-31,0.005937224383628847,0.0017940749623451492,0.00683771393047522
2017-11-01,-0.012723472635790455,0.005317087986333991,-0.010566467734416097
2017-11-02,-0.004022884263264192,-0.007878166320588197,-0.0030726098118300403
2017-11-03,0.01421482175528086,0.0025665459945093953,0.011813930850175602
2017-11-06,0.009582491063155119,0.0023018990143792166,0.0034284742586117023
2017-11-07,-0.01301233516311089,-0.0014172940242704322,-0.005797424508019623
2017-11-08,-0.006776787011823026,-0.005310082799149886,0.00034676925291177163
2017-11-09,-0.012862770105194921,-0.006204972269480991,-0.015932876903203885
2017-11-10,0.0044132605966215824,0.005279396585651774,0.007614468151566511
2017-11-13,0.007933981208750818,-0.004474149366724701,0.005529072134612733
2017-11-14,-0.0005460244362994632,0.0009064090685393045,-0.0023387907101600097
2017-11-15,-0.0010301485198795815,-0.0027153729629457064,-0.006447924787641391
2017-11-16,0.010476450736262344,0.0033077052057765453,0.015517642237214892
2017-11-17,0.0001946417406149647,0.01302884619181981,-0.004944999126232275
2017-11-20,0.007599943460121583,0.0026240746457965366,0.006273124402104879
2017-11-21,0.008233830457224589,0.0037384300356698044,0.011479912558031236
2017-11-22,-0.0057597925208623954,0.0011402023208182065,-0.005986709406247093
2017-11-24,0.006162892267807096,-0.0007923548441055583,0.00785644466794414
2017-11-27,-0.006270820543067645,-0.006360039305326937,-0.006471657325257452
2017-11-28,-0.00011299655796002017,-0.0004758577513893189,0.006890180589336371
2017-11-29,-0.039676646756296036,0.0014739756342726624,-0.03945093337061131
2017-11-30,0.0036277408157241123,0.007970312932310908,0.007323408101766204
2017-12-01,-0.010485232159538739,-0.006894283471958529,-0.010150557008365847
2017-12-04,-0.013751450208082147,0.007133663562283244,-0.016594115729552408
2017-12-05,-0.0033560516523666877,-0.0063812792097614705,-0.0014203224517894022
2017-12-06,-0.00016234667439913794,-0.00649676328117782,0.005762779965052656
2017-12-07,0.011169325146689814,0.00778849782068396,0.011999594465148667
2017-12-08,-0.0020108599024928797,0.00939412334064963,-0.00015746552033615293
2017-12-11,-0.004827078462784485,0.00020552553391385326,0.0002012589340414816
2017-12-12,-0.007119558854884267,-0.003369833265151412,-0.005976377811073486
2017-12-13,4.199500151357352e-05,0.0027951356718248447,0.0017059984051090893
2017-12-14,0.0007497467026353454,0.0014357747026462419,-0.0016354451932578677
2017-12-15,0.0054667297350299415,-0.0004964035466877403,0.014334563411130399
2017-12-18,0.01929414346059951,0.006042727645123957,0.014117680897668895
2017-12-19,-0.000940329963082698,-0.0033360420310847294,-0.004778239207360735
2017-12-20,0.010641777414532505,0.01067690447720402,0.004363096442210168
2017-12-21,-0.004174828981019319,-0.0028347736643147938,-0.0042540617386093715
2017-12-22,0.005110814970326926,-0.0019500824698983508,0.0010373813194989978
2017-12-26,-0.0056840573242558645,-0.007518311187899452,-0.004801556514062933
2017-12-27,0.00013003313632529176,-0.00022730278767112434,0.002105998983937141
2017-12-28,0.006155340247219865,0.0032855274026988733,0.005819430344177623
2017-12-29,-0.009349777898042533,0.0006708240997552739,-0.009670028634567307
2018-01-02,0.023817203804846844,0.007838863482863011,0.023224170111866095
