Date,raw_ret,regime_mult,dd_mult,vol_mult,total_mult,gross_ret,tc_drag,net_ret
1999-07-19,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-20,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-21,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-22,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-23,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-26,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-27,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-28,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-29,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-07-30,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-02,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-03,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-04,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-05,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-06,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-09,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-10,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-11,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-12,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-13,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-16,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-17,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-18,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-19,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-20,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-23,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-24,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-25,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-26,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-27,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-30,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-08-31,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-01,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-02,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-03,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-07,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-08,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-09,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-10,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-13,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-14,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-15,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-16,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-17,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-20,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-21,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-22,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-23,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-24,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-27,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-28,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-29,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-09-30,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-01,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-04,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-05,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-06,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-07,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-08,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-11,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-12,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-13,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-14,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-15,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-18,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-19,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-20,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-21,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-22,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-25,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-26,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-27,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-28,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-10-29,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-01,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-02,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-03,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-04,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-05,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-08,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-09,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-10,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-11,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-12,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-15,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-16,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-17,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-18,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-19,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-22,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-23,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-24,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-26,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-29,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-11-30,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-01,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-02,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-03,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-06,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-07,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-08,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-09,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-10,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-13,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-14,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-15,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-16,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-17,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-20,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-21,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-22,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-23,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-27,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-28,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-29,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-30,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
1999-12-31,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
2000-01-03,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
2000-01-04,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
2000-01-05,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
2000-01-06,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
2000-01-07,0.024712031156003334,0.5,1.0,1.0,1.0,0.024712031156003334,6.000000000000001e-05,0.024652031156003333
2000-01-10,0.005530827882706846,0.5,1.0,3.0,3.0,0.005530827882706846,0.0,0.005530827882706846
2000-01-11,-0.0034752724071965366,0.5,1.0,3.0,3.0,-0.01042581722158961,4.13094759502704e-06,-0.010429948169184636
2000-01-12,-0.0015449621254656496,0.5,1.0,3.0,3.0,-0.004634886376396949,1.3277630409752384e-06,-0.004636214139437924
2000-01-13,0.003887447567752077,0.5,1.0,3.0,3.0,0.01166234270325623,4.639464275716812e-06,0.011657703238980513
2000-01-14,0.0014745889205925343,0.5,1.0,3.0,3.0,0.004423766761777603,8.724673690573725e-07,0.004422894294408545
2000-01-18,0.00030639834762260734,0.5,1.0,3.0,3.0,0.0009191950428678219,4.583812281588573e-06,0.0009146112305862332
2000-01-19,0.0013061683309537532,0.5,1.0,3.0,3.0,0.00391850499286126,4.927703168451037e-07,0.0039180122225444146
2000-01-20,-0.0005737396412144114,0.5,1.0,3.0,3.0,-0.0017212189236432342,1.8142878767835047e-09,-0.001721220737931111
2000-01-21,0.0007117566056452908,0.5,1.0,3.0,3.0,0.0021352698169358722,4.256373634071303e-07,0.0021348441795724653
2000-01-24,-0.002762675451964484,0.5,1.0,3.0,3.0,-0.008288026355893452,1.7896922475457987e-07,-0.008288205325118207
2000-01-25,0.0008521372715343228,0.5,1.0,3.0,3.0,0.0025564118146029686,8.45223452222349e-08,0.0025563272922577464
2000-01-26,-0.0021958534807526796,0.5,1.0,3.0,3.0,-0.006587560442258039,2.664733405699621e-06,-0.006590225175663739
2000-01-27,0.0007895064116901986,0.5,1.0,3.0,3.0,0.0023685192350705957,1.3774604296965808e-07,0.0023683814890276263
2000-01-28,-0.0026426126393991377,0.5,1.0,3.0,3.0,-0.007927837918197414,1.6317722997998968e-06,-0.007929469690497215
2000-01-31,0.0022311471251077104,0.5,1.0,3.0,3.0,0.006693441375323132,1.2771003961448702e-07,0.006693313665283517
2000-02-01,0.0013294542518429238,0.5,1.0,3.0,3.0,0.003988362755528771,2.1480858519016376e-06,0.00398621466967687
2000-02-02,0.0004049362153219145,0.5,1.0,3.0,3.0,0.0012148086459657433,1.1808336001807362e-06,0.0012136278123655625
2000-02-03,0.001869082882199211,0.5,1.0,3.0,3.0,0.005607248646597633,3.923327107749758e-07,0.005606856313886858
2000-02-04,0.0003203125290657822,0.5,1.0,3.0,3.0,0.0009609375871973464,1.703422882614325e-08,0.0009609205529685203
2000-02-07,0.0006455286046904945,0.5,1.0,3.0,3.0,0.0019365858140714838,8.164780519493764e-07,0.0019357693360195344
2000-02-08,0.001967257435508045,0.5,1.0,3.0,3.0,0.0059017723065241355,5.323562883519096e-10,0.005901771774167847
2000-02-09,-0.0016685417780323685,0.5,1.0,3.0,3.0,-0.0050056253340971055,5.569002901475439e-08,-0.00500568102412612
2000-02-10,0.0015081274684651408,0.5,1.0,3.0,3.0,0.004524382405395422,8.436408607494617e-07,0.004523538764534672
2000-02-11,-0.0010547965280326877,0.5,1.0,3.0,3.0,-0.003164389584098063,8.719865256690995e-07,-0.0031652615706237322
2000-02-14,-6.177942417433672e-05,0.5,1.0,3.0,3.0,-0.00018533827252301013,4.319317097422337e-07,-0.00018577020423275238
2000-02-15,0.000313007596427181,0.5,1.0,3.0,3.0,0.0009390227892815429,3.8527621774062105e-07,0.0009386375130638023
2000-02-16,-0.0002122458051312239,0.5,1.0,3.0,3.0,-0.0006367374153936717,6.5691315342814025e-09,-0.000636743984525206
2000-02-17,0.0009343520176946129,0.5,1.0,3.0,3.0,0.002803056053083838,3.2129546339382254e-09,0.002803052840129204
2000-02-18,-0.0016020669393068065,0.5,1.0,3.0,3.0,-0.004806200817920419,3.149727331762664e-08,-0.004806232315193736
2000-02-22,0.00013407258711176407,0.5,1.0,3.0,3.0,0.0004022177613352922,1.3836849149195808e-07,0.00040207939284380025
2000-02-23,0.002399136792427537,0.5,1.0,3.0,3.0,0.00719741037728261,7.892478828775224e-07,0.0071966211293997325
2000-02-24,0.0009263895971733548,0.5,1.0,3.0,3.0,0.0027791687915200646,6.4244338154412215e-09,0.0027791623670862494
2000-02-25,-0.0009635437139790303,0.5,1.0,3.0,3.0,-0.002890631141937091,1.193663376008447e-06,-0.002891824805313099
2000-02-28,-3.057468398786012e-05,0.5,1.0,3.0,3.0,-9.172405196358036e-05,1.089897542483842e-07,-9.183304171782875e-05
2000-02-29,0.001088780626687206,0.5,1.0,3.0,3.0,0.0032663418800616176,3.206697032779357e-07,0.0032660212103583397
2000-03-01,0.00033362446185454677,0.5,1.0,3.0,3.0,0.0010008733855636403,3.0894206328638262e-09,0.0010008702961430073
2000-03-02,-0.0009589772505250537,0.5,1.0,3.0,3.0,-0.002876931751575161,1.820272206203677e-07,-0.0028771137787957815
2000-03-03,0.002317329111705019,0.5,1.0,3.0,3.0,0.006951987335115056,7.473865155872839e-09,0.0069519798612499
2000-03-06,0.00031623307178669233,0.5,1.0,3.0,3.0,0.000948699215360077,3.175998217518711e-07,0.0009483816155383252
2000-03-07,-0.0006041815921044436,0.5,1.0,3.0,3.0,-0.0018125447763133306,9.957643869096548e-07,-0.0018135405407002402
2000-03-08,0.0003551092501918362,0.5,1.0,3.0,3.0,0.0010653277505755087,1.129060080712757e-08,0.0010653164599747015
2000-03-09,0.001328500094567937,0.5,1.0,3.0,3.0,0.003985500283703811,1.5047362310940255e-07,0.003985349810080701
2000-03-10,-0.00017737305760950856,0.5,1.0,3.0,3.0,-0.0005321191728285256,8.20711918761985e-09,-0.0005321273799477132
2000-03-13,-0.0010346717510587643,0.5,1.0,3.0,3.0,-0.0031040152531762928,2.6172148717404085e-07,-0.0031042769746634667
2000-03-14,-0.0014576114697693772,0.5,1.0,3.0,3.0,-0.004372834409308132,2.7551695899658002e-08,-0.004372861961004031
2000-03-15,-0.0016337987524333694,0.5,1.0,3.0,3.0,-0.004901396257300108,3.5791640563561654e-07,-0.004901754173705744
2000-03-16,0.0021756349618306183,0.5,1.0,3.0,3.0,0.006526904885491855,6.066586167166543e-07,0.006526298226875138
2000-03-17,0.000704504605511334,0.5,1.0,3.0,3.0,0.002113513816534002,6.972827734233134e-07,0.0021128165337605787
2000-03-20,-0.001034796359740439,0.5,1.0,3.0,3.0,-0.003104389079221317,8.019844735593251e-07,-0.0031051910636948764
2000-03-21,0.0013711236925673454,0.5,1.0,3.0,3.0,0.004113371077702036,4.1179686618907084e-08,0.004113329898015417
2000-03-22,0.0007224557622999458,0.5,1.0,3.0,3.0,0.002167367286899837,3.169246561812694e-07,0.002167050362243656
2000-03-23,0.0006236015672433855,0.5,1.0,3.0,3.0,0.0018708047017301566,2.734303585062214e-07,0.0018705312713716503
2000-03-24,0.000477033769727332,0.5,1.0,3.0,3.0,0.001431101309181996,4.2419112832368934e-08,0.0014310588900691636
2000-03-27,5.22301833273148e-05,0.5,1.0,3.0,3.0,0.0001566905499819444,2.1638179798860733e-08,0.00015666891180214553
2000-03-28,-0.0009155482272695655,0.5,1.0,3.0,3.0,-0.0027466446818086966,1.819301050642874e-11,-0.002746644700001707
2000-03-29,-0.0014847505026888352,0.5,1.0,3.0,3.0,-0.004454251508066506,4.8022704578598585e-09,-0.004454256310336964
2000-03-30,-0.000891169601039887,0.5,1.0,3.0,3.0,-0.002673508803119661,2.6604697592894497e-07,-0.0026737748500955897
2000-03-31,0.0007258389426398715,0.5,1.0,3.0,3.0,0.002177516827919614,5.727568657425006e-07,0.0021769440710538717
2000-04-03,-0.002076509510332274,0.5,1.0,3.0,3.0,-0.006229528530996823,2.247307578066432e-07,-0.0062297532617546295
2000-04-04,-0.0003399329147378648,0.5,1.0,3.0,3.0,-0.0010197987442135945,5.077239124491178e-08,-0.0010198495166048394
2000-04-05,-0.0005987695296800977,0.5,1.0,3.0,3.0,-0.001796308589040293,9.812969492383264e-07,-0.0017972898859895314
2000-04-06,0.0008861631705227002,0.5,1.0,3.0,3.0,0.002658489511568101,3.7325693244151886e-06,0.0026547569422436857
2000-04-07,0.0015106668209344813,0.5,1.0,3.0,3.0,0.004532000462803444,8.213101360180497e-08,0.0045319183317898415
2000-04-10,-0.002348630766058779,0.5,1.0,3.0,3.0,-0.007045892298176337,7.014244134238762e-07,-0.007046593722589761
2000-04-11,-0.003344812217297399,0.5,1.0,3.0,3.0,-0.010034436651892197,8.023358845566334e-05,-0.01011467024034786
2000-04-12,-0.008429888446590476,0.5,1.0,3.0,3.0,-0.02528966533977143,2.6442968852247726e-07,-0.025289929769459953
2000-04-13,-0.0047939337480571356,0.5,1.0,3.0,3.0,-0.014381801244171408,5.484927964322373e-08,-0.014381856093451051
2000-04-14,-0.010145423003371732,0.5,1.0,3.0,3.0,-0.030436269010115202,1.0763764112908498e-06,-0.030437345386526492
2000-04-17,0.0,0.5,1.0,1.0,1.0,0.0,0.0001129686753282939,-0.0001129686753282939
2000-04-18,0.0045728804468123975,0.5,1.0,3.0,3.0,0.0045728804468123975,3.3829929833451166e-05,0.004539050516978946
2000-04-19,-0.0038702868144355903,0.5,1.0,3.0,3.0,-0.01161086044330677,6.77168378835523e-05,-0.011678577281190324
2000-04-20,-0.0020012396274270844,0.5,1.0,3.0,3.0,-0.006003718882281252,6.4704916047607285e-06,-0.006010189373886013
2000-04-24,-0.003319490678191715,0.5,1.0,3.0,3.0,-0.009958472034575144,2.360384569323578e-06,-0.009960832419144468
2000-04-25,0.007187225354877577,0.5,1.0,3.0,3.0,0.02156167606463273,6.183033268842953e-07,0.021561057761305846
2000-04-26,-0.0032100428089762356,0.5,1.0,3.0,3.0,-0.009630128426928706,1.7212780860815179e-06,-0.009631849705014787
2000-04-27,0.003968522961949118,0.5,1.0,3.0,3.0,0.011905568885847354,8.476517248023721e-06,0.01189709236859933
2000-04-28,0.002627362649377456,0.5,1.0,3.0,3.0,0.007882087948132367,1.0128975183135256e-06,0.007881075050614054
2000-05-01,0.0010223067499972296,0.5,1.0,3.0,3.0,0.0030669202499916887,2.469799341890759e-06,0.003064450450649798
2000-05-02,-0.004264172215587852,0.5,1.0,3.0,3.0,-0.012792516646763556,9.623741009047239e-07,-0.012793479020864461
2000-05-03,-0.00204860464710739,0.5,1.0,3.0,3.0,-0.006145813941322171,5.581705476245064e-07,-0.006146372111869795
2000-05-04,0.0,0.5,1.0,1.0,1.0,0.0,7.915540385519252e-05,-7.915540385519252e-05
2000-05-05,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
2000-05-08,-0.0034918546128088267,0.5,1.0,3.0,3.0,-0.0034918546128088267,2.5630069270714158e-05,-0.003517484682079541
2000-05-09,-0.001170215879570947,0.5,1.0,3.0,3.0,-0.00351064763871284,4.1159484607370295e-05,-0.00355180712332021
2000-05-10,-0.003450324840266309,0.5,1.0,3.0,3.0,-0.010350974520798927,1.1634412571690955e-06,-0.010352137962056097
2000-05-11,0.0025140587311998073,0.5,1.0,3.0,3.0,0.007542176193599422,2.3786246801608123e-07,0.007541938331131406
2000-05-12,0.0003341982839636538,0.5,1.0,3.0,3.0,0.0010025948518909615,2.7177861763151122e-06,0.0009998770657146463
2000-05-15,0.0015749758267421174,0.5,1.0,3.0,3.0,0.004724927480226353,1.7736605675116867e-06,0.004723153819658842
