,ret
2018-03-02,-0.004611066559743415
2018-03-03,-0.0050352467270896595
2018-03-04,-0.00860323886639669
2018-03-05,0.004798366513527164
2018-03-06,0.06055679739890274
2018-03-07,0.027495688829277665
2018-03-08,0.006526806526806483
2018-03-09,0.0006484483557203102
2018-03-10,0.0003703017959637567
2018-03-11,-0.02563390708865454
2018-03-12,0.0
2018-03-13,0.0005698546870549492
2018-03-14,0.02600854295206445
2018-03-15,0.0025904338976778796
2018-03-16,-0.0031373996493495593
2018-03-17,0.015273535129130655
2018-03-18,0.0017323121808898723
2018-03-19,0.0006371165923362287
2018-03-20,0.007185737675095449
2018-03-21,0.007405400523796679
2018-03-22,-0.023128641864634703
2018-03-23,0.0034871983114619365
2018-03-24,0.005212620027434944
2018-03-25,-0.007459970887918499
2018-03-26,0.010357470210815789
2018-03-27,0.022044815386011107
2018-03-28,-0.0031066927037103342
2018-03-29,0.06580001780785327
2018-03-30,-0.01370091896407688
2018-03-31,-0.003133999661189213
2018-04-01,-0.0056079530971197
2018-04-02,0.001452618986584664
2018-04-03,0.01561433447098981
2018-04-04,-0.012013778039149825
2018-04-05,-0.0004251700680271142
2018-04-06,0.011314334325818853
2018-04-07,-0.02826379542395696
2018-04-08,0.005886426592797811
2018-04-09,-0.012392426850258098
2018-04-10,-0.0017427675148135036
2018-04-11,-0.006721368715083886
2018-04-12,0.031197820546621013
2018-04-13,0.003664564513379931
2018-04-14,-0.0034813619767343207
2018-04-15,0.038769597818677726
2018-04-16,-0.029940119760479056
2018-04-17,0.004566210045662045
2018-04-18,-0.01380471380471382
2018-04-19,0.03064185728917712
2018-04-20,0.06070393374741201
2018-04-21,-0.01959712679575254
2018-04-22,-0.004698574500278774
2018-04-23,0.018642982877260295
2018-04-24,0.057026156625559654
2018-04-25,-0.030467414728394093
2018-04-26,-0.00567180194680772
2018-04-27,0.0014645802821244835
2018-04-28,-0.000923645320196953
2018-04-29,0.0019260400616332163
2018-04-30,-0.004998077662437539
2018-05-01,-0.005409582689335446
2018-05-02,-0.005361305361305302
2018-05-03,0.02882587297867345
2018-05-04,-0.0048595292331055084
2018-05-05,0.022432473676178954
2018-05-06,-0.03850746268656724
2018-05-07,0.001009003415088472
2018-05-08,-0.001705823059626299
2018-05-09,-0.002796116504854451
2018-05-10,0.006386790248461782
2018-05-11,0.04334029873848788
